,Age,Sex,Race,marital_status,Education,Employement,Incomes,how_many_books_12m,printed_books_12m,audiobooks_12m,ebooks_12m,how_did_you_get,news_or_newspapers,magazines_or_journals,printed,audiobooks,ebooks
1568,25,Male,White,Married,High school graduate,Not employed for pay,4. 30m-39.9m,6,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1569,25,Male,White,Never been married,College graduate,Employed full-time,5. 50-74.9,6,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1570,23,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,5. 40m-49.9m,6,No,No,Yes,Got the book some other way,Yes,Yes,0,0,1
1571,23,Male,White,Living with a partner,High school graduate,Employed full-time,3. 20-29.9,6,Yes,No,No,Purchased the book,No,Yes,1,0,0
1572,21,Male,White,Never been married,"Some college, no 4-year degree",Employed part-time,7. 100-149.9,6,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
1573,19,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,6. 75-99.9,6,Yes,No,No,Purchased the book,No,No,1,0,0
1574,18,Female,White,Never been married,High school graduate,Student,7. 100-149.9,6,Yes,No,No,Got the book some other way,No,No,1,0,0
1575,18,Female,White,Never been married,High school graduate,Not employed for pay,6. 75-99.9,6,Yes,No,No,Purchased the book,No,No,1,0,0
1576,18,Female,White,Never been married,"Some college, no 4-year degree",Employed part-time,7. 100-149.9,6,Yes,No,No,Purchased the book,No,No,1,0,0
1577,17,Female,White,Never been married,High school incomplete,Not employed for pay,3. 20-29.9,6,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1578,17,Male,White,Never been married,High school incomplete,Not employed for pay,7. 100-149.9,6,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
1579,17,Male,White,Never been married,High school incomplete,Not employed for pay,5. 50-74.9,6,Yes,Yes,No,Purchased the book,No,Yes,1,1,0
1580,17,Male,White,Never been married,High school incomplete,Employed part-time,6. 75-99.9,6,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
1581,16,Male,White,Never been married,High school incomplete,Employed part-time,6. 75-99.9,6,Yes,No,No,no_valid_response,Yes,Yes,1,0,0
1582,58,Female,Refused,Never been married,Post-graduate training/professional school after college,Retired,4. 30m-39.9m,5,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
1583,52,Male,Refused,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,5,Yes,Yes,No,Purchased the book,No,Yes,1,1,0
1584,48,Female,Refused,Don’t know,"Some college, no 4-year degree",Employed full-time,Refused,5,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
1585,56,Male,Other,Married,High school graduate,Employed full-time,4. 30m-39.9m,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1586,21,Male,Other,Never been married,High school graduate,Employed full-time,5. 50-74.9,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1587,20,Male,Other,Living with a partner,High school graduate,Employed part-time,2. 10-19.9,5,No,No,No,Borrowed the book from a library,No,No,0,0,0
1588,20,Female,Other,Never been married,"Some college, no 4-year degree",Not employed for pay,2. 10-19.9,5,Yes,No,No,Purchased the book,No,No,1,0,0
1589,18,Female,Other,Living with a partner,High school graduate,Not employed for pay,1. <10m,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1590,16,Male,Other,Never been married,High school incomplete,Not employed for pay,5. 50-74.9,5,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
1591,17,Female,Native American/American Indian,Never been married,High school incomplete,Employed full-time,1. <10m,5,No,No,No,no_valid_response,No,No,0,0,0
1592,63,Female,Mixed race,Married,College graduate,Retired,5. 40m-49.9m,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1593,28,Male,Mixed race,Married,High school graduate,Employed full-time,3. 20-29.9,5,Yes,No,No,Got the book some other way,Yes,No,1,0,0
1594,20,Male,Mixed race,Married,"Some college, no 4-year degree",Employed part-time,2. 10-19.9,5,Yes,No,Yes,Purchased the book,No,No,1,0,1
1595,48,Male,Asian or Pacific Islander,Married,College graduate,Employed full-time,6. 75-99.9,5,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
1596,37,Female,Asian or Pacific Islander,Married,College graduate,Employed full-time,7. 100-149.9,5,Yes,Yes,Yes,Borrowed the book from a library,No,Yes,1,1,1
1597,35,Male,Asian or Pacific Islander,Married,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,5,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
1598,26,Female,Asian or Pacific Islander,Never been married,College graduate,Employed full-time,5. 50-74.9,5,Yes,No,Yes,Purchased the book,Yes,No,1,0,1
1599,24,Female,Asian or Pacific Islander,Married,College graduate,Not employed for pay,2. 10-19.9,5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
1600,19,Female,Asian or Pacific Islander,Never been married,"Some college, no 4-year degree",Not employed for pay,7. 100-149.9,5,Yes,No,No,Purchased the book,No,Yes,1,0,0
1601,87,Female,Black or African-American,Widowed,High school graduate,Retired,2. 10-19.9,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1602,65,Female,Black or African-American,Divorced,High school graduate,Disabled,3. 20-29.9,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1603,62,Male,Black or African-American,Married,College graduate,Employed full-time,5. 50-74.9,5,No,No,Yes,Got the book some other way,Yes,Yes,0,0,1
1604,60,Male,Black or African-American,Married,"Some college, no 4-year degree",Retired,4. 30m-39.9m,5,Yes,Yes,No,Purchased the book,Yes,Yes,1,1,0
1605,54,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1606,54,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Retired,2. 10-19.9,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1607,52,Male,Black or African-American,Living with a partner,"Some college, no 4-year degree",Have own business/self-employed,2. 10-19.9,5,Yes,No,No,Got the book some other way,Yes,No,1,0,0
1608,51,Male,Black or African-American,Married,"Technical, trade or vocational school AFTER high school",Employed full-time,4. 30m-39.9m,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1609,49,Female,Black or African-American,Never been married,High school graduate,Retired,1. <10m,5,Yes,No,No,Purchased the book,Yes,No,1,0,0
1610,46,Male,Black or African-American,Married,None,Employed part-time,7. 100-149.9,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1611,45,Male,Black or African-American,Married,High school graduate,Employed full-time,4. 30m-39.9m,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1612,42,Male,Black or African-American,Divorced,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1613,40,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,3. 20-29.9,5,Yes,Yes,Yes,Purchased the book,No,Yes,1,1,1
1614,39,Male,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,5. 40m-49.9m,5,Yes,No,No,Got the book some other way,No,No,1,0,0
1615,38,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed full-time,5. 50-74.9,5,Yes,Yes,No,Purchased the book,No,No,1,1,0
1616,37,Male,Black or African-American,Married,High school graduate,Have own business/self-employed,Refused,5,Yes,Yes,Yes,Borrowed the book from a friend or family member,No,Yes,1,1,1
1617,36,Female,Black or African-American,Separated,High school incomplete,Not employed for pay,3. 20-29.9,5,Yes,No,Yes,Borrowed the book from a library,Yes,Yes,1,0,1
1618,35,Male,Black or African-American,Married,High school graduate,Employed full-time,4. 30m-39.9m,5,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
1619,34,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,4. 30m-39.9m,5,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
1620,33,Female,Black or African-American,Never been married,High school graduate,Disabled,3. 20-29.9,5,No,No,No,Borrowed the book from a friend or family member,Yes,No,0,0,0
1621,32,Female,Black or African-American,Never been married,High school graduate,Not employed for pay,1. <10m,5,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
1622,32,Female,Black or African-American,Married,College graduate,Employed full-time,4. 30m-39.9m,5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,No,1,0,1
1623,30,Female,Black or African-American,Married,"Some college, no 4-year degree",Employed part-time,5. 50-74.9,5,No,No,Yes,Borrowed the book from a friend or family member,No,No,0,0,1
1624,23,Female,Black or African-American,Living with a partner,"Some college, no 4-year degree",Employed full-time,1. <10m,5,Yes,No,No,Purchased the book,Yes,No,1,0,0
1625,21,Male,Black or African-American,Never been married,High school graduate,Not employed for pay,5. 40m-49.9m,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1626,18,Female,Black or African-American,Living with a partner,High school graduate,Employed part-time,4. 30m-39.9m,5,Yes,No,No,Borrowed the book from a library,Yes,Yes,1,0,0
1627,18,Female,Black or African-American,Never been married,"Some college, no 4-year degree",Not employed for pay,2. 10-19.9,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1628,18,Female,Black or African-American,Separated,"Some college, no 4-year degree",Employed part-time,1. <10m,5,No,No,No,Purchased the book,No,No,0,0,0
1629,17,Female,Black or African-American,Never been married,High school incomplete,Employed part-time,7. 100-149.9,5,Yes,No,No,Purchased the book,No,No,1,0,0
1630,17,Male,Black or African-American,Never been married,High school incomplete,Employed part-time,7. 100-149.9,5,Yes,No,No,Borrowed the book from a library,No,No,1,0,0
1631,89,Female,White,Widowed,College graduate,Retired,4. 30m-39.9m,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1632,88,Male,White,Married,"Some college, no 4-year degree",Retired,2. 10-19.9,5,Yes,No,No,Got the book some other way,Yes,No,1,0,0
1633,88,Male,White,Married,Post-graduate training/professional school after college,Retired,6. 75-99.9,5,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
1634,88,Male,White,Married,"Some college, no 4-year degree",Retired,5. 40m-49.9m,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1635,81,Female,White,Married,High school graduate,Retired,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
1636,76,Female,White,Widowed,High school graduate,Retired,Refused,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1637,76,Female,White,Widowed,High school graduate,Retired,2. 10-19.9,5,Yes,Yes,No,Borrowed the book from a friend or family member,No,Yes,1,1,0
1638,74,Female,White,Married,High school incomplete,Retired,3. 20-29.9,5,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
1639,72,Male,White,Married,Post-graduate training/professional school after college,Retired,5. 50-74.9,5,No,No,Yes,Borrowed the book from a friend or family member,Yes,No,0,0,1
1640,71,Male,White,Widowed,Post-graduate training/professional school after college,Have own business/self-employed,Refused,5,Yes,No,No,Purchased the book,No,Yes,1,0,0
1641,67,Female,White,Divorced,College graduate,Employed part-time,6. 75-99.9,5,Yes,No,No,Borrowed the book from a friend or family member,No,No,1,0,0
1642,67,Female,White,Widowed,College graduate,Employed part-time,Refused,5,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
1643,67,Male,White,Married,"Some college, no 4-year degree",Retired,5. 40m-49.9m,5,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
1644,67,Male,White,Widowed,"Some college, no 4-year degree",Employed part-time,7. 100-149.9,5,Yes,Yes,Yes,Purchased the book,Yes,No,1,1,1
1645,66,Female,White,Married,High school graduate,Retired,3. 20-29.9,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1646,66,Female,White,Married,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,5,Yes,Yes,No,Borrowed the book from a library,No,Yes,1,1,0
1647,66,Male,White,Married,College graduate,Retired,5. 50-74.9,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1648,65,Male,White,Widowed,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1649,65,Male,White,Married,High school incomplete,Retired,4. 30m-39.9m,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1650,64,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,Refused,5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
1651,63,Female,White,Married,Post-graduate training/professional school after college,Retired,Refused,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1652,62,Female,White,Never been married,"Some college, no 4-year degree",Employed full-time,4. 30m-39.9m,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1653,61,Female,White,Married,High school graduate,Not employed for pay,Refused,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1654,61,Female,White,Living with a partner,College graduate,Retired,5. 40m-49.9m,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1655,61,Female,White,Married,"Some college, no 4-year degree",Have own business/self-employed,7. 100-149.9,5,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
1656,60,Female,White,Married,High school graduate,Not employed for pay,2. 10-19.9,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1657,59,Female,White,Divorced,Post-graduate training/professional school after college,Employed full-time,6. 75-99.9,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1658,58,Female,White,Living with a partner,High school graduate,Other,3. 20-29.9,5,Yes,No,No,Borrowed the book from a friend or family member,No,Yes,1,0,0
1659,57,Male,White,Divorced,"Some college, no 4-year degree",Disabled,2. 10-19.9,5,Yes,Yes,No,Borrowed the book from a library,No,Yes,1,1,0
1660,57,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,7. 100-149.9,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1661,57,Female,White,Married,High school graduate,Disabled,2. 10-19.9,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1662,57,Female,White,Married,High school graduate,Not employed for pay,3. 20-29.9,5,Yes,No,No,Got the book some other way,Yes,Yes,1,0,0
1663,55,Male,White,Divorced,College graduate,Retired,2. 10-19.9,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,Yes,1,0,0
1664,55,Female,White,Married,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,5,No,No,No,Purchased the book,Yes,No,0,0,0
1665,55,Female,White,Divorced,College graduate,Employed part-time,4. 30m-39.9m,5,Yes,No,Yes,Got the book some other way,No,No,1,0,1
1666,54,Female,White,Never been married,College graduate,Employed full-time,Refused,5,Yes,No,No,Purchased the book,No,No,1,0,0
1667,54,Male,White,Married,"Some college, no 4-year degree",Retired,5. 50-74.9,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
1668,53,Female,White,Married,College graduate,Employed full-time,Refused,5,Yes,No,Yes,Got the book some other way,Yes,Yes,1,0,1
1669,53,Male,White,Married,College graduate,Employed full-time,7. 100-149.9,5,Yes,No,No,Borrowed the book from a friend or family member,Yes,No,1,0,0
1670,52,Male,White,Married,Post-graduate training/professional school after college,Employed part-time,7. 100-149.9,5,Yes,No,No,Borrowed the book from a library,Yes,No,1,0,0
1671,51,Female,White,Married,College graduate,Retired,7. 100-149.9,5,Yes,Yes,Yes,Purchased the book,Yes,Yes,1,1,1
1672,51,Male,White,Married,Post-graduate training/professional school after college,Employed full-time,5. 50-74.9,5,Yes,No,Yes,Purchased the book,No,No,1,0,1
1673,50,Male,White,Divorced,"Some college, no 4-year degree",Employed full-time,6. 75-99.9,5,Yes,No,No,Purchased the book,Yes,No,1,0,0
1674,50,Female,White,Married,College graduate,Employed full-time,6. 75-99.9,5,Yes,No,Yes,Borrowed the book from a friend or family member,Yes,Yes,1,0,1
1675,49,Male,White,Never been married,"Some college, no 4-year degree",Not employed for pay,3. 20-29.9,5,Yes,No,No,Purchased the book,Yes,Yes,1,0,0
